listing_id,host_id,score_type,score
27680098,111066204,Cleanliness,5
27680098,111066204,Checkin,5
27680098,111066204,Communication,5
27680098,111066204,Location,5
27680098,111066204,Value,5
27682114,200477568,Accuracy,4.94
27682114,200477568,Cleanliness,4.91
27682114,200477568,Checkin,4.85
27682114,200477568,Communication,4.88
27682114,200477568,Location,4.91
27682114,200477568,Value,4.58
27683974,15944284,Accuracy,4.82
27683974,15944284,Cleanliness,4.77
27683974,15944284,Checkin,4.91
27683974,15944284,Communication,4.82
27683974,15944284,Location,4.95
27683974,15944284,Value,4.64
27697218,33360,Accuracy,4.94
27697218,33360,Cleanliness,5
27697218,33360,Checkin,5
27697218,33360,Communication,5
27697218,33360,Location,4.65
27697218,33360,Value,4.76
27704338,115755479,Accuracy,4.77
27704338,115755479,Cleanliness,4.96
27704338,115755479,Checkin,5
27704338,115755479,Communication,4.92
27704338,115755479,Location,4.81
27704338,115755479,Value,4.81
27705446,188164325,Accuracy,4.91
27705446,188164325,Cleanliness,4.94
27705446,188164325,Checkin,4.99
27705446,188164325,Communication,4.96
27705446,188164325,Location,4.88
27705446,188164325,Value,4.88
27706992,86893100,Accuracy,5
27706992,86893100,Cleanliness,5
27706992,86893100,Checkin,5
27706992,86893100,Communication,5
27706992,86893100,Location,5
27706992,86893100,Value,4.9
27804969,209957423,Accuracy,4.96
27804969,209957423,Cleanliness,4.98
27804969,209957423,Checkin,4.96
27804969,209957423,Communication,5
27804969,209957423,Location,5
27804969,209957423,Value,4.92
27807081,23165254,Accuracy,4.57
27807081,23165254,Cleanliness,4.43
27807081,23165254,Checkin,4.17
27807081,23165254,Communication,4.37
27807081,23165254,Location,4.93
27807081,23165254,Value,4.3
27849459,53552204,Accuracy,4.92
27849459,53552204,Cleanliness,4.68
27849459,53552204,Checkin,5
27849459,53552204,Communication,4.96
27849459,53552204,Location,4.96
27849459,53552204,Value,4.64
27875010,13701143,Accuracy,4.94
27875010,13701143,Cleanliness,4.75
27875010,13701143,Checkin,4.95
27875010,13701143,Communication,4.91
27875010,13701143,Location,4.77
27875010,13701143,Value,4.87
27894530,13701143,Accuracy,4.93
27894530,13701143,Cleanliness,4.77
27894530,13701143,Checkin,4.93
27894530,13701143,Communication,4.89
27894530,13701143,Location,4.75
27894530,13701143,Value,4.8
27895001,13701143,Accuracy,4.9
27895001,13701143,Cleanliness,4.7
27895001,13701143,Checkin,4.97
27895001,13701143,Communication,4.93
27895001,13701143,Location,4.77
27895001,13701143,Value,4.83
27895209,13701143,Accuracy,4.75
27895209,13701143,Cleanliness,4.64
27895209,13701143,Checkin,4.96
27895209,13701143,Communication,4.89
27895209,13701143,Location,4.61
27895209,13701143,Value,4.75
27896764,210731176,Accuracy,4.85
27896764,210731176,Cleanliness,5
27896764,210731176,Checkin,4.77
27896764,210731176,Communication,4.85
27896764,210731176,Location,5
27896764,210731176,Value,4.85
27900515,180543579,Accuracy,4.87
27900515,180543579,Cleanliness,4.69
27900515,180543579,Checkin,4.84
27900515,180543579,Communication,4.97
27900515,180543579,Location,4.97
27900515,180543579,Value,4.62
27908343,5293864,Accuracy,4.8
27908343,5293864,Cleanliness,5
27908343,5293864,Checkin,5
27908343,5293864,Communication,5
27908343,5293864,Location,5
27908343,5293864,Value,5
27909830,61586257,Accuracy,4.75
27909830,61586257,Cleanliness,4.91
27909830,61586257,Checkin,4.94
27909830,61586257,Communication,4.94
27909830,61586257,Location,4.9
27909830,61586257,Value,4.66
27929606,210794424,Accuracy,4.97
27929606,210794424,Cleanliness,4.98
27929606,210794424,Checkin,4.98
27929606,210794424,Communication,4.96
27929606,210794424,Location,4.93
27929606,210794424,Value,4.89
27960420,38382317,Accuracy,4.81
27960420,38382317,Cleanliness,4.94
27960420,38382317,Checkin,4.99
27960420,38382317,Communication,4.93
27960420,38382317,Location,4.99
27960420,38382317,Value,4.78
27966220,118738966,Accuracy,4.69
27966220,118738966,Cleanliness,4.78
27966220,118738966,Checkin,4.83
27966220,118738966,Communication,4.97
27966220,118738966,Location,4.92
27966220,118738966,Value,4.44
27983657,5840685,Accuracy,4.29
27983657,5840685,Cleanliness,4.43
27983657,5840685,Checkin,4.57
27983657,5840685,Communication,4.71
27983657,5840685,Location,4.71
27983657,5840685,Value,4
27984069,16425882,Accuracy,4.98
27984069,16425882,Cleanliness,4.93
27984069,16425882,Checkin,4.94
27984069,16425882,Communication,4.95
27984069,16425882,Location,4.94
27984069,16425882,Value,4.83
27993345,13701143,Accuracy,4.78
27993345,13701143,Cleanliness,4.73
27993345,13701143,Checkin,4.92
27993345,13701143,Communication,4.96
27993345,13701143,Location,4.45
27993345,13701143,Value,4.78
28029784,51239878,Accuracy,4.89
28029784,51239878,Cleanliness,5
28029784,51239878,Checkin,4.89
28029784,51239878,Communication,5
28029784,51239878,Location,5
28029784,51239878,Value,4.89
28051388,210983160,Accuracy,4.71
28051388,210983160,Cleanliness,4.84
28051388,210983160,Checkin,4.77
28051388,210983160,Communication,4.86
28051388,210983160,Location,4.72
28051388,210983160,Value,4.53
28051995,211908204,Accuracy,4.97
28051995,211908204,Cleanliness,4.93
28051995,211908204,Checkin,4.97
28051995,211908204,Communication,4.95
28051995,211908204,Location,4.89
28051995,211908204,Value,4.89
28073851,54669634,Accuracy,4.58
28073851,54669634,Cleanliness,4.11
28073851,54669634,Checkin,4.84
28073851,54669634,Communication,4.89
28073851,54669634,Location,4.79
28073851,54669634,Value,4.42
28106693,16306173,Accuracy,4.97
28106693,16306173,Cleanliness,4.92
28106693,16306173,Checkin,4.91
28106693,16306173,Communication,4.99
28106693,16306173,Location,4.96
28106693,16306173,Value,4.91
28150567,70225734,Accuracy,5
28150567,70225734,Cleanliness,5
28150567,70225734,Checkin,5
28150567,70225734,Communication,5
28150567,70225734,Location,5
28150567,70225734,Value,5
28202957,65048930,Accuracy,4.97
28202957,65048930,Cleanliness,4.99
28202957,65048930,Checkin,4.98
28202957,65048930,Communication,4.99
28202957,65048930,Location,4.97
28202957,65048930,Value,4.89
28208320,34596895,Accuracy,4.94
28208320,34596895,Cleanliness,4.87
28208320,34596895,Checkin,4.83
28208320,34596895,Communication,4.97
28208320,34596895,Location,4.68
28208320,34596895,Value,4.74
28214746,446639,Accuracy,4.96
28214746,446639,Cleanliness,4.96
28214746,446639,Checkin,4.93
28214746,446639,Communication,4.98
28214746,446639,Location,4.96
28214746,446639,Value,4.85
28220417,212885663,Accuracy,4.99
28220417,212885663,Cleanliness,5
28220417,212885663,Checkin,4.97
28220417,212885663,Communication,5
28220417,212885663,Location,4.96
28220417,212885663,Value,4.87
28249646,16537927,Accuracy,5
28249646,16537927,Cleanliness,4.94
28249646,16537927,Checkin,5
28249646,16537927,Communication,5
28249646,16537927,Location,5
28249646,16537927,Value,5
28317348,32631462,Accuracy,5
28317348,32631462,Cleanliness,5
28317348,32631462,Checkin,4.8
28317348,32631462,Communication,5
28317348,32631462,Location,5
28317348,32631462,Value,5
28385302,127739147,Accuracy,5
28385302,127739147,Cleanliness,5
28385302,127739147,Checkin,5
28385302,127739147,Communication,5
28385302,127739147,Location,4.97
28385302,127739147,Value,4.94
28403400,4730169,Accuracy,4.81
28403400,4730169,Cleanliness,4.92
28403400,4730169,Checkin,4.97
28403400,4730169,Communication,4.98
28403400,4730169,Location,4.87
28403400,4730169,Value,4.65
28411010,100208194,Accuracy,4.94
28411010,100208194,Cleanliness,4.89
28411010,100208194,Checkin,4.93
28411010,100208194,Communication,4.91
28411010,100208194,Location,4.95
28411010,100208194,Value,4.76
28414569,17169483,Accuracy,4.98
28414569,17169483,Cleanliness,5
28414569,17169483,Checkin,4.95
28414569,17169483,Communication,4.97
28414569,17169483,Location,5
28414569,17169483,Value,4.88
28466540,86157147,Accuracy,4.86
28466540,86157147,Cleanliness,4.9
28466540,86157147,Checkin,4.85
28466540,86157147,Communication,4.95
28466540,86157147,Location,4.93
28466540,86157147,Value,4.76
28471944,63986971,Accuracy,5
28471944,63986971,Cleanliness,5
28471944,63986971,Checkin,4.94
28471944,63986971,Communication,5
28471944,63986971,Location,5
28471944,63986971,Value,4.89
28521122,145720154,Accuracy,4.85
28521122,145720154,Cleanliness,4.6
28521122,145720154,Checkin,4.9
28521122,145720154,Communication,4.95
28521122,145720154,Location,4.95
28521122,145720154,Value,4.75
28581267,74727763,Accuracy,5
28581267,74727763,Cleanliness,5
28581267,74727763,Checkin,5
28581267,74727763,Communication,5
28581267,74727763,Location,5
28581267,74727763,Value,4.67
28656754,13681407,Accuracy,4.87
28656754,13681407,Cleanliness,4.61
28656754,13681407,Checkin,4.94
28656754,13681407,Communication,4.93
28656754,13681407,Location,4.84
28656754,13681407,Value,4.81
28677425,216363005,Accuracy,5
28677425,216363005,Cleanliness,5
28677425,216363005,Checkin,5
28677425,216363005,Communication,5
28677425,216363005,Location,5
28677425,216363005,Value,5
28693622,63282757,Accuracy,5
28693622,63282757,Cleanliness,5
28693622,63282757,Checkin,5
28693622,63282757,Communication,5
28693622,63282757,Location,5
28693622,63282757,Value,5
28699203,194726811,Accuracy,5
28699203,194726811,Cleanliness,4.99
28699203,194726811,Checkin,5
28699203,194726811,Communication,4.99
28699203,194726811,Location,4.98
28699203,194726811,Value,4.92
28722561,4730169,Accuracy,4.9
28722561,4730169,Cleanliness,4.92
28722561,4730169,Checkin,4.96
28722561,4730169,Communication,4.99
28722561,4730169,Location,4.88
28722561,4730169,Value,4.77
28736336,114733552,Accuracy,4.85
28736336,114733552,Cleanliness,4.72
28736336,114733552,Checkin,4.77
28736336,114733552,Communication,4.91
28736336,114733552,Location,4.97
28736336,114733552,Value,4.58
28781130,212826084,Accuracy,4.84
28781130,212826084,Cleanliness,4.47
28781130,212826084,Checkin,5
28781130,212826084,Communication,4.63
28781130,212826084,Location,5
28781130,212826084,Value,4.47
28781499,89681,Accuracy,4.98
28781499,89681,Cleanliness,4.96
28781499,89681,Checkin,4.97
28781499,89681,Communication,4.98
28781499,89681,Location,4.88
28781499,89681,Value,4.83
28784434,109169927,Accuracy,4.98
28784434,109169927,Cleanliness,4.94
28784434,109169927,Checkin,4.94
28784434,109169927,Communication,4.98
28784434,109169927,Location,4.67
28784434,109169927,Value,4.86
28786706,13264825,Accuracy,5
28786706,13264825,Cleanliness,5
28786706,13264825,Checkin,5
28786706,13264825,Communication,5
28786706,13264825,Location,4.97
28786706,13264825,Value,4.92
28787210,49112899,Accuracy,4.84
28787210,49112899,Cleanliness,4.81
28787210,49112899,Checkin,4.86
28787210,49112899,Communication,4.95
28787210,49112899,Location,4.77
28787210,49112899,Value,4.8
28805689,7260100,Accuracy,4.84
28805689,7260100,Cleanliness,4.87
28805689,7260100,Checkin,4.94
28805689,7260100,Communication,4.99
28805689,7260100,Location,4.69
28805689,7260100,Value,4.82
28810051,125086383,Accuracy,4.87
28810051,125086383,Cleanliness,4.52
28810051,125086383,Checkin,4.8
28810051,125086383,Communication,4.8
28810051,125086383,Location,4.83
28810051,125086383,Value,4.77
28841487,13264825,Accuracy,5
28841487,13264825,Cleanliness,5
28841487,13264825,Checkin,4.95
28841487,13264825,Communication,5
28841487,13264825,Location,4.92
28841487,13264825,Value,4.87
28932291,218083172,Accuracy,5
28932291,218083172,Cleanliness,5
28932291,218083172,Checkin,5
28932291,218083172,Communication,5
28932291,218083172,Location,4.83
28932291,218083172,Value,5
28956135,35964620,Accuracy,4.97
28956135,35964620,Cleanliness,4.93
28956135,35964620,Checkin,5
28956135,35964620,Communication,5
28956135,35964620,Location,4.97
28956135,35964620,Value,4.9
28965495,218332673,Accuracy,4.69
28965495,218332673,Cleanliness,4.67
28965495,218332673,Checkin,4.95
28965495,218332673,Communication,4.9
28965495,218332673,Location,4.87
28965495,218332673,Value,4.6
29032817,79354480,Accuracy,5
29032817,79354480,Cleanliness,5
29032817,79354480,Checkin,5
29032817,79354480,Communication,5
29032817,79354480,Location,5
29032817,79354480,Value,5
29040915,182268086,Accuracy,4.78
29040915,182268086,Cleanliness,4.78
29040915,182268086,Checkin,4.56
29040915,182268086,Communication,4.89
29040915,182268086,Location,5
29040915,182268086,Value,4.67
29072045,140236800,Accuracy,4.73
29072045,140236800,Cleanliness,4.77
29072045,140236800,Checkin,4.55
29072045,140236800,Communication,4.73
29072045,140236800,Location,4.91
29072045,140236800,Value,4.18
29102430,36531198,Accuracy,5
29102430,36531198,Cleanliness,5
29102430,36531198,Checkin,4.93
29102430,36531198,Communication,5
29102430,36531198,Location,5
29102430,36531198,Value,4.97
29139416,138924514,Accuracy,4
29139416,138924514,Cleanliness,3
29139416,138924514,Checkin,1
29139416,138924514,Communication,5
29139416,138924514,Location,5
29139416,138924514,Value,4
29182677,61874761,Accuracy,5
29182677,61874761,Cleanliness,4.99
29182677,61874761,Checkin,5
29182677,61874761,Communication,5
29182677,61874761,Location,4.92
29182677,61874761,Value,4.92
29221322,36960707,Accuracy,4.75
29221322,36960707,Cleanliness,4.59
29221322,36960707,Checkin,4.8
29221322,36960707,Communication,4.78
29221322,36960707,Location,4.91
29221322,36960707,Value,4.56
29221597,1838818,Accuracy,4.82
29221597,1838818,Cleanliness,4.79
29221597,1838818,Checkin,5
29221597,1838818,Communication,5
29221597,1838818,Location,5
29221597,1838818,Value,4.5
29251722,86157147,Accuracy,4.88
29251722,86157147,Cleanliness,4.84
29251722,86157147,Checkin,4.91
29251722,86157147,Communication,4.99
29251722,86157147,Location,4.92
29251722,86157147,Value,4.76
29280801,1838818,Accuracy,4.9
29280801,1838818,Cleanliness,4.84
29280801,1838818,Checkin,5
29280801,1838818,Communication,5
29280801,1838818,Location,4.97
29280801,1838818,Value,4.74
29314161,31720881,Accuracy,4.91
29314161,31720881,Cleanliness,4.85
29314161,31720881,Checkin,4.95
29314161,31720881,Communication,4.97
29314161,31720881,Location,4.98
29314161,31720881,Value,4.88
29372096,5259943,Accuracy,4.86
29372096,5259943,Cleanliness,4.93
29372096,5259943,Checkin,4.97
29372096,5259943,Communication,4.99
29372096,5259943,Location,4.8
29372096,5259943,Value,4.85
29384355,7704718,Accuracy,5
29384355,7704718,Cleanliness,4.6
29384355,7704718,Checkin,5
29384355,7704718,Communication,5
29384355,7704718,Location,5
29384355,7704718,Value,4.8
29418584,621691,Accuracy,4.97
29418584,621691,Cleanliness,4.97
29418584,621691,Checkin,5
29418584,621691,Communication,5
29418584,621691,Location,5
29418584,621691,Value,4.76
29519451,175744311,Accuracy,4.89
29519451,175744311,Cleanliness,4.71
29519451,175744311,Checkin,4.96
29519451,175744311,Communication,4.95
29519451,175744311,Location,4.96
29519451,175744311,Value,4.89
29592136,40623437,Accuracy,4.82
29592136,40623437,Cleanliness,4.36
29592136,40623437,Checkin,4.79
29592136,40623437,Communication,4.91
29592136,40623437,Location,4.86
29592136,40623437,Value,4.66
29594876,53552204,Accuracy,4.86
29594876,53552204,Cleanliness,4.78
29594876,53552204,Checkin,4.95
29594876,53552204,Communication,4.95
29594876,53552204,Location,4.97
29594876,53552204,Value,4.51
29657673,865961,Accuracy,5
29657673,865961,Cleanliness,4.86
29657673,865961,Checkin,4.98
29657673,865961,Communication,4.95
29657673,865961,Location,4.95
29657673,865961,Value,4.86
29677177,33376933,Accuracy,4.84
29677177,33376933,Cleanliness,4.69
29677177,33376933,Checkin,4.96
29677177,33376933,Communication,4.99
29677177,33376933,Location,4.94
29677177,33376933,Value,4.59
29762331,118600611,Accuracy,4.87
29762331,118600611,Cleanliness,4.85
29762331,118600611,Checkin,4.93
29762331,118600611,Communication,4.88
29762331,118600611,Location,4.95
29762331,118600611,Value,4.63
29775779,21528698,Accuracy,4.88
29775779,21528698,Cleanliness,4.65
29775779,21528698,Checkin,4.94
29775779,21528698,Communication,4.94
29775779,21528698,Location,4.94
29775779,21528698,Value,4.82
29776840,82377119,Accuracy,4.95
29776840,82377119,Cleanliness,4.98
29776840,82377119,Checkin,4.94
29776840,82377119,Communication,4.99
29776840,82377119,Location,4.94
29776840,82377119,Value,4.88
29777784,10132017,Accuracy,4.95
29777784,10132017,Cleanliness,4.71
29777784,10132017,Checkin,5
29777784,10132017,Communication,5
29777784,10132017,Location,4.67
29777784,10132017,Value,4.71
29798397,7611538,Accuracy,4.83
29798397,7611538,Cleanliness,4.72
29798397,7611538,Checkin,4.89
29798397,7611538,Communication,4.96
29798397,7611538,Location,4.85
29798397,7611538,Value,4.68
29798498,100605868,Accuracy,5
29798498,100605868,Cleanliness,5
29798498,100605868,Checkin,5
29798498,100605868,Communication,5
29798498,100605868,Location,5
29798498,100605868,Value,5
29799024,19563976,Accuracy,4.9
29799024,19563976,Cleanliness,4.69
29799024,19563976,Checkin,4.93
29799024,19563976,Communication,4.93
29799024,19563976,Location,4.9
29799024,19563976,Value,4.86
29802192,42942539,Accuracy,4.91
29802192,42942539,Cleanliness,4.8
29802192,42942539,Checkin,4.92
29802192,42942539,Communication,4.89
29802192,42942539,Location,4.98
29802192,42942539,Value,4.7
29848922,1028057,Accuracy,4.94
29848922,1028057,Cleanliness,5
29848922,1028057,Checkin,4.95
29848922,1028057,Communication,4.97
29848922,1028057,Location,4.96
29848922,1028057,Value,4.89
29849964,3738871,Accuracy,4.94
29849964,3738871,Cleanliness,5
29849964,3738871,Checkin,5
29849964,3738871,Communication,5
29849964,3738871,Location,4.97
29849964,3738871,Value,4.83
29877836,224683101,Accuracy,5
29877836,224683101,Cleanliness,5
29877836,224683101,Checkin,5
29877836,224683101,Communication,5
29877836,224683101,Location,5
29877836,224683101,Value,4.8
29881128,50893,Accuracy,4
29881128,50893,Cleanliness,4.08
29881128,50893,Checkin,4.77
29881128,50893,Communication,4.31
29881128,50893,Location,4.85
29881128,50893,Value,3.69
29889060,224724210,Accuracy,4.86
29889060,224724210,Cleanliness,4.79
29889060,224724210,Checkin,4.95
29889060,224724210,Communication,4.88
29889060,224724210,Location,4.88
29889060,224724210,Value,4.78
29961931,224724210,Accuracy,4.81
29961931,224724210,Cleanliness,4.58
29961931,224724210,Checkin,4.98
29961931,224724210,Communication,4.94
29961931,224724210,Location,4.94
29961931,224724210,Value,4.81
29979422,24127926,Accuracy,5
29979422,24127926,Cleanliness,4.98
29979422,24127926,Checkin,4.96
29979422,24127926,Communication,4.91
29979422,24127926,Location,4.96
29979422,24127926,Value,4.94
29984580,34169879,Accuracy,4.5
29984580,34169879,Cleanliness,4.25
29984580,34169879,Checkin,4.82
29984580,34169879,Communication,4.8
29984580,34169879,Location,4.48
29984580,34169879,Value,4.47
30018439,10697929,Accuracy,5
30018439,10697929,Cleanliness,4.9
30018439,10697929,Checkin,5
30018439,10697929,Communication,4.98
30018439,10697929,Location,5
30018439,10697929,Value,4.86
30024068,3074414,Accuracy,4
30024068,3074414,Cleanliness,4.43
30024068,3074414,Checkin,4.14
30024068,3074414,Communication,3.57
30024068,3074414,Location,4.29
30024068,3074414,Value,3.86
30044044,29864534,Accuracy,4.99
30044044,29864534,Cleanliness,5
30044044,29864534,Checkin,4.99
30044044,29864534,Communication,4.99
30044044,29864534,Location,4.96
30044044,29864534,Value,4.97
30044981,8186843,Accuracy,4.98
30044981,8186843,Cleanliness,4.73
30044981,8186843,Checkin,5
30044981,8186843,Communication,4.98
30044981,8186843,Location,5
30044981,8186843,Value,4.83
30093335,1845341,Accuracy,4.94
30093335,1845341,Cleanliness,4.96
30093335,1845341,Checkin,4.94
30093335,1845341,Communication,4.95
30093335,1845341,Location,4.88
30093335,1845341,Value,4.84
30113499,75658917,Accuracy,5
30113499,75658917,Cleanliness,4.99
30113499,75658917,Checkin,5
30113499,75658917,Communication,5
30113499,75658917,Location,5
30113499,75658917,Value,4.92
30114679,108049935,Accuracy,4.89
30114679,108049935,Cleanliness,4.95
30114679,108049935,Checkin,5
30114679,108049935,Communication,5
30114679,108049935,Location,5
30114679,108049935,Value,4.79
30124134,201624129,Accuracy,4.77
30124134,201624129,Cleanliness,4.82
30124134,201624129,Checkin,4.77
30124134,201624129,Communication,4.41
30124134,201624129,Location,4.95
30124134,201624129,Value,4.68
30130681,100208194,Accuracy,4.96
30130681,100208194,Cleanliness,4.84
30130681,100208194,Checkin,4.96
30130681,100208194,Communication,4.94
30130681,100208194,Location,4.97
30130681,100208194,Value,4.77
30131884,56120416,Accuracy,4.96
30131884,56120416,Cleanliness,4.92
30131884,56120416,Checkin,5
30131884,56120416,Communication,4.96
30131884,56120416,Location,4.96
30131884,56120416,Value,4.87
30132060,5132114,Accuracy,4.97
30132060,5132114,Cleanliness,4.83
30132060,5132114,Checkin,4.99
30132060,5132114,Communication,4.99
30132060,5132114,Location,4.84
30132060,5132114,Value,4.95
30155968,367889724,Accuracy,4.5
30155968,367889724,Cleanliness,4.59
30155968,367889724,Checkin,4.66
30155968,367889724,Communication,4.5
30155968,367889724,Location,4.6
30155968,367889724,Value,4.42
30161231,50487726,Accuracy,4.91
30161231,50487726,Cleanliness,4.91
30161231,50487726,Checkin,4.97
30161231,50487726,Communication,4.95
30161231,50487726,Location,4.92
30161231,50487726,Value,4.83
30176806,22653808,Accuracy,5
30176806,22653808,Cleanliness,4.94
30176806,22653808,Checkin,4.99
30176806,22653808,Communication,5
30176806,22653808,Location,4.9
30176806,22653808,Value,4.95
30228341,292885274,Accuracy,4.55
30228341,292885274,Cleanliness,4.82
30228341,292885274,Checkin,4.73
30228341,292885274,Communication,4.82
30228341,292885274,Location,4.82
30228341,292885274,Value,4.91
30234326,86157147,Accuracy,4.79
30234326,86157147,Cleanliness,4.88
30234326,86157147,Checkin,4.9
30234326,86157147,Communication,5
30234326,86157147,Location,4.99
30234326,86157147,Value,4.81
30237428,18228620,Accuracy,4.94
30237428,18228620,Cleanliness,5
30237428,18228620,Checkin,4.97
30237428,18228620,Communication,4.92
30237428,18228620,Location,4.97
30237428,18228620,Value,4.81
30290674,4371576,Accuracy,4.95
30290674,4371576,Cleanliness,4.95
30290674,4371576,Checkin,5
30290674,4371576,Communication,4.95
30290674,4371576,Location,4.92
30290674,4371576,Value,4.92
30340928,140236800,Accuracy,5
30340928,140236800,Cleanliness,4.8
30340928,140236800,Checkin,4.6
30340928,140236800,Communication,5
30340928,140236800,Location,4.8
30340928,140236800,Value,4.8
30382301,27687620,Accuracy,4.43
30382301,27687620,Cleanliness,3.86
30382301,27687620,Checkin,4.71
30382301,27687620,Communication,5
30382301,27687620,Location,5
30382301,27687620,Value,4.29
30407197,82961680,Accuracy,4.89
30407197,82961680,Cleanliness,5
30407197,82961680,Checkin,4.78
30407197,82961680,Communication,5
30407197,82961680,Location,5
30407197,82961680,Value,5
30417137,228162888,Accuracy,4.96
30417137,228162888,Cleanliness,4.9
30417137,228162888,Checkin,4.99
30417137,228162888,Communication,5
30417137,228162888,Location,4.88
30417137,228162888,Value,4.88
30421688,228409668,Accuracy,4.9
30421688,228409668,Cleanliness,4.9
30421688,228409668,Checkin,4.97
30421688,228409668,Communication,4.9
30421688,228409668,Location,4.77
30421688,228409668,Value,4.9
30421999,140236800,Accuracy,4.64
30421999,140236800,Cleanliness,4.41
30421999,140236800,Checkin,4.41
30421999,140236800,Communication,4.45
30421999,140236800,Location,4.64
30421999,140236800,Value,4.27
30426117,56004960,Accuracy,4.98
30426117,56004960,Cleanliness,4.94
30426117,56004960,Checkin,5
30426117,56004960,Communication,5
30426117,56004960,Location,4.91
30426117,56004960,Value,4.93
30426797,228443514,Accuracy,4.97
30426797,228443514,Cleanliness,4.79
30426797,228443514,Checkin,5
30426797,228443514,Communication,5
30426797,228443514,Location,4.93
30426797,228443514,Value,4.79
30430318,5325329,Accuracy,4.58
30430318,5325329,Cleanliness,4.33
30430318,5325329,Checkin,4.65
30430318,5325329,Communication,4.58
30430318,5325329,Location,4.84
30430318,5325329,Value,4.59
30500795,56004960,Accuracy,4.95
30500795,56004960,Cleanliness,4.98
30500795,56004960,Checkin,4.93
30500795,56004960,Communication,4.98
30500795,56004960,Location,4.89
30500795,56004960,Value,4.89
30535269,228721932,Accuracy,4.98
30535269,228721932,Cleanliness,4.82
30535269,228721932,Checkin,4.98
30535269,228721932,Communication,4.91
30535269,228721932,Location,4.82
30535269,228721932,Value,4.71
30578185,11383663,Accuracy,4.95
30578185,11383663,Cleanliness,4.88
30578185,11383663,Checkin,4.96
30578185,11383663,Communication,4.96
30578185,11383663,Location,4.97
30578185,11383663,Value,4.83
30713728,10274827,Accuracy,4.96
30713728,10274827,Cleanliness,4.98
30713728,10274827,Checkin,5
30713728,10274827,Communication,4.96
30713728,10274827,Location,4.94
30713728,10274827,Value,4.82
30739349,39834464,Accuracy,4
30739349,39834464,Cleanliness,4
30739349,39834464,Checkin,4.25
30739349,39834464,Communication,4.13
30739349,39834464,Location,4.88
30739349,39834464,Value,4.13
30772471,230248235,Accuracy,4.85
30772471,230248235,Cleanliness,4.97
30772471,230248235,Checkin,4.97
30772471,230248235,Communication,4.97
30772471,230248235,Location,4.69
30772471,230248235,Value,4.82
30775742,230270645,Accuracy,4.97
30775742,230270645,Cleanliness,4.95
30775742,230270645,Checkin,4.93
30775742,230270645,Communication,4.84
30775742,230270645,Location,4.96
30775742,230270645,Value,4.86
30797362,23165254,Accuracy,4.75
30797362,23165254,Cleanliness,4.52
30797362,23165254,Checkin,4.75
30797362,23165254,Communication,4.69
30797362,23165254,Location,4.85
30797362,23165254,Value,4.58
30808504,9885864,Accuracy,4.75
30808504,9885864,Cleanliness,4.5
30808504,9885864,Checkin,5
30808504,9885864,Communication,5
30808504,9885864,Location,5
30808504,9885864,Value,5
30815319,133282491,Accuracy,4.97
30815319,133282491,Cleanliness,4.99
30815319,133282491,Checkin,4.99
30815319,133282491,Communication,4.99
30815319,133282491,Location,4.97
30815319,133282491,Value,4.97
30859809,230715390,Accuracy,5
30859809,230715390,Cleanliness,5
30859809,230715390,Checkin,4.97
30859809,230715390,Communication,4.86
30859809,230715390,Location,4.86
30859809,230715390,Value,4.79
30874441,140236800,Accuracy,4.5
30874441,140236800,Cleanliness,4.38
30874441,140236800,Checkin,5
30874441,140236800,Communication,4.38
30874441,140236800,Location,4.88
30874441,140236800,Value,4.25
30894545,17342935,Accuracy,3.6
30894545,17342935,Cleanliness,3
30894545,17342935,Checkin,4.2
30894545,17342935,Communication,4.2
30894545,17342935,Location,3.8
30894545,17342935,Value,3.2
30960947,231340748,Accuracy,5
30960947,231340748,Cleanliness,5
30960947,231340748,Checkin,5
30960947,231340748,Communication,5
30960947,231340748,Location,4.96
30960947,231340748,Value,4.96
30979989,22816006,Accuracy,4.8
30979989,22816006,Cleanliness,4.8
30979989,22816006,Checkin,5
30979989,22816006,Communication,4.8
30979989,22816006,Location,5
30979989,22816006,Value,4.4
31040215,231340748,Accuracy,5
31040215,231340748,Cleanliness,4.99
31040215,231340748,Checkin,5
31040215,231340748,Communication,5
31040215,231340748,Location,4.98
31040215,231340748,Value,4.91
31116686,145720154,Accuracy,4.78
31116686,145720154,Cleanliness,4.92
31116686,145720154,Checkin,4.94
31116686,145720154,Communication,4.97
31116686,145720154,Location,4.92
31116686,145720154,Value,4.75
31129657,777748,Accuracy,4.97
31129657,777748,Cleanliness,4.99
31129657,777748,Checkin,4.96
31129657,777748,Communication,4.93
31129657,777748,Location,4.97
31129657,777748,Value,4.82
31138126,42942539,Accuracy,4.74
31138126,42942539,Cleanliness,4.62
31138126,42942539,Checkin,4.9
31138126,42942539,Communication,4.74
31138126,42942539,Location,4.76
31138126,42942539,Value,4.66
31145360,4746434,Accuracy,4.98
31145360,4746434,Cleanliness,4.99
31145360,4746434,Checkin,4.99
31145360,4746434,Communication,4.99
31145360,4746434,Location,4.95
31145360,4746434,Value,4.89
31202562,127069597,Accuracy,4.79
31202562,127069597,Cleanliness,4.81
31202562,127069597,Checkin,4.95
31202562,127069597,Communication,4.95
31202562,127069597,Location,4.66
31202562,127069597,Value,4.76
31219270,233495521,Accuracy,4.98
31219270,233495521,Cleanliness,4.98
